SUPERKINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES	DOMAIN	Organism	STRAIN	SEROVAR	SEQUENCING METHOD	SEQUENCING DEPTH	STRAININFO	Culture	SYMBIONT	TYPE	PHYLOGENY	SEQUENCING STATUS	PROJECT STATUS	PHENOTYPE	RELEVANCE	DISEASE	HABITAT	PH	TEMPERATURE	ISOLATION	COUNTRY	GC(%)	AVAILABILITY	GOLDSTAMP	GOLDSTAMP OLD	GREENGENES ID	GCAT ID	TAXON ID	ENTREZ PID	IMG OID	SIZE(kb)	ORFs	CHROMOSOMES	PLASMIDS	DATA	DATABASES	INSTITUTE	FUNDING	PUBLICATION	DATE	CONTACT NAME	CONTACT EMAIL
Bacteria	Firmicutes	Bacillales		Staphylococcaceae	Staphylococcus	Staphylococcus aureus	BACTERIAL	Staphylococcus aureus aureus	Mu3							Genome	FIRMICUTES	complete	complete	Pathogen, Nonmotile, Facultative, Coccus-shaped, Nonsporulating, Mesophile	Medical, Human Pathogen, Animal Pathogen, Cattle Pathogen, Poultry Pathogen	Mastitis, Nosocomial infection	Host		30 - 37		Japan		Public	Gc00639			003050_GCAT	418127	18509	640753053	2880	2698	1	0	NC_009782	NCBI, Juntendo Univ	Juntendo Univ		Unpublished 	September 4, 2007	Hiramatsu K	khiram06@med.juntendo.ac.jp
Bacteria	Proteobacteria	Enterobacteriales		Enterobacteriaceae	Cronobacter	Enterobacter sakazakii	BACTERIAL	Enterobacter sakazakii	ATCC BAA-894		ABI	8x		ATCC BAA-894		Genome	PROTEOBACTERIA-GAMMA	complete	complete	Facultative, Pathogen, Rod-shaped, Motile, Anaerobe, Mesophile	Medical, Human Pathogen	Meningitis, Septicemia, Necrotizing enterocolitis	Host		37	Powdered milk formula fed to a hospitalized neonate that developed an infection	USA	87	Public	Gc00638	Gi00537		001451_GCAT	290339	12720	640753022	4368	4277	1	2	NC_009778	NCBI, Washington Univ	Washington Univ	NIH-NIAID	Unpublished 	August 28, 2007	Clifton S	sclifton@watson.wustl.edu
Bacteria	Proteobacteria	Vibrionales		Vibrionaceae	Vibrio	Vibrio harveyi	BACTERIAL	Vibrio harveyi	BB120, ATCC BAA-1116		ABI, 454	10.8x		ATCC BAA-1116		Genome	PROTEOBACTERIA-GAMMA	complete	complete	Bioluminescent, Rod-shaped, Motile, Facultative, Mesophile	Environmental	None	Marine		20 - 30	Ocean isolate obtained in 1993	USA	85	Public	Gc00637	Gi01254		001691_GCAT	669	19857		5969	5944	2	1	NC_009783, NC_009784	NCBI, Washington Univ	Princeton Univ, Washington Univ	NSF	Unpublished 	August 28, 2007	Bassler B	http://www.molbio.princeton.edu/research_facultymember.php?id=5
Archaea	Crenarchaeota	Desulfurococcales		Desulfurococcaceae	Ignicoccus	Ignicoccus hospitalis	ARCHAEAL	Ignicoccus hospitalis	Kin4/I		ABI	12x		DSM 18386	Nanoarchaeum equitans	Genome	CRENARCHAEOTA-THERMOPROTEI	complete	complete	Hyperthermophile, Chemolithoautotroph, Coccus-shaped, Nonsporulating, Motile, Anaerobe	Biotechnological	None	Marine, Hydrothermal vent			Shallow marine hydrothermal system of the Kolbeinsey Ridge, north of Iceland	USA	61.2	Public	Gc00636	Gi01875		001809_GCAT	453591	13914	640062401	1297	1434	1	0	NC_009776	NCBI, Joint Genome Institute	Joint Genome Institute	DOE	Unpublished 	August 29, 2007	Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Proteobacteria	Thiotrichales		Francisellaceae	Francisella	Francisella tularensis	BACTERIAL	Francisella tularensis holarctica	FTA		ABI					Genome	PROTEOBACTERIA-GAMMA	complete	complete	Pathogen, Nonmotile, Aerobe, Coccus-shaped, Nonsporulating, Mesophile	Medical, Human Pathogen, Biothreat	Tularemia	Host, Aquatic			Patient with type B tularemia	USA	32	Public	Gc00635	Gi02287		003009_GCAT	458234	20197	640753028	1890	2079	1	0	NC_009749	NCBI	Joint Genome Institute, Los Alamos National Laboratory, BioHealthBase		Unpublished 	August 23, 2007	Brettin T	brettin@lanl.gov
unclassified	unclassified	unclassified		unclassified	unclassified	unclassified	BACTERIAL	Coxiella burnetii	Dugway 7E9-12		ABI					Genome	PROTEOBACTERIA-GAMMA	complete	complete	Pathogen, Facultative, Motile, Mesophile	Medical, Human Pathogen, Biothreat, Animal Pathogen	Q fever, Food poisoning	Host			Rodents in Utah	USA	42	Public	Gc00634	Gi01269		000983_GCAT	382253	16721	640753021	2158	2058	1	1	NC_009727	NCBI, TIGR	TIGR	NIH-NIAID	Unpublished 	August 1, 2007	Samuel JE	jsamuel@medicine.tamhsc.edu
Bacteria	Firmicutes	Bacillales		Bacillaceae	Bacillus	Bacillus amyloliquefaciens	BACTERIAL	Bacillus amyloliquefaciens	FZB42							Genome	FIRMICUTES	complete	complete	Rhizosphere-colonizing, Rod-shaped, Sporulating, Aerobe, Mesophile	Biotechnological, Antibiotic production, Suppresses Plant Pathogens, Agricultural	None	Soil			Soil	Germany	46	Public	Gc00633	Gi00049		000711_GCAT	326423	13403	640753005	3918	3693	1	0	NC_009725	NCBI, Goettingen Genomics Laboratory	Competence Network, Goettingen Genomics Laboratory		Nature Biotechnol 25, 1007-14	August 1, 2007	Borriss R	rainer.borriss@rz.hu-berlin.de
Bacteria	Proteobacteria	Rhizobiales		Xanthobacteraceae	Xanthobacter	Xanthobacter autotrophicus	BACTERIAL	Xanthobacter autotrophicus	Py2		ABI	12x		ATCC 35674, DSM 432		Genome	PROTEOBACTERIA-ALPHA	complete	complete	Nitrogen fixation, Rod-shaped, Facultative, Motile, Mesophile	Environmental, Bioremediation	None	Soil, Aquatic, Sediment				USA	67	Public	Gc00632	Gi00972		001697_GCAT	78245	15756	640753059	5308	4746	1	1	NC_009720	NCBI, Joint Genome Institute	Joint Genome Institute	DOE	Unpublished 	July 30, 2007	Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Proteobacteria	Rhizobiales		Phyllobacteriaceae	Parvibaculum	Parvibaculum lavamentivorans	BACTERIAL	Parvibaculum lavamentivorans	DS-1		ABI	17.5x		DSM 13023, NCIMB 13966		Genome	PROTEOBACTERIA-ALPHA	complete	complete	Heterotroph, Rod-shaped, Aerobe, Motile, Surfactant-degrading, Mesophile	Biotechnological, Bioremediation	None	Sludge		30	Sewage treatment plant in Germany	USA	62	Public	Gc00631	Gi01347		001764_GCAT	402881	17639	640753040	3914	3636	1	0	NC_009719	NCBI, Joint Genome Institute	Joint Genome Institute	DOE	Unpublished 	July 30, 2007	Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Thermotogae	Thermotogales		Thermotogaceae	Fervidobacterium	Fervidobacterium nodosum	BACTERIAL	Fervidobacterium nodosum	Rt17-B1		ABI	11.5x				Genome	THERMOTOGAE	Complete	complete	Rod-shaped, Thermophile, Anaerobe, Chemoorganotroph, Motile, Nonsporulating	Evolutionary, Biotechnological	None	Aquatic, Hot spring		70	Hot spring in New Zealand	USA	34	Public	Gc00630	Gi01012		001054_GCAT	381764	16719	640753026	1948	1750	1	0	NC_009718	NCBI, Joint Genome Institute	Joint Genome Institute	DOE	Unpublished 	July 30, 2007	Richardson P	microbes@cuba.jgi-psf.org
Archaea	Euryarchaeota	Methanomicrobiales		unclassified	Candidatus Methanoregula	Candidatus Methanoregula boonei	ARCHAEAL	Candidatus Methanoregula boonei	6A8		ABI					Genome	EURYARCHAEOTA-METHANOMICROBIA	Complete	complete	Methanogen, Acidophile, Anaerobe, Rod-shaped, Mesophile, Lithotroph	Biotechnological, Energy production	None	Aquatic	4-6	37	Acidic peat bog in New York State	USA	54	Public	Gc00629	Gi01473		001806_GCAT	456442	18505	640753014	2542	2450	1	0	NC_009712	NCBI, Joint Genome Institute	Joint Genome Institute	DOE	Unpublished 	July 26, 2007	Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Proteobacteria	Campylobacterales		Campylobacteraceae	Campylobacter	Campylobacter curvus	BACTERIAL	Campylobacter curvus	525.92		ABI					Genome	PROTEOBACTERIA-EPSILON	Complete	complete	Motile, Spiral-shaped, Pathogen, Food poisoning, Mesophile	Medical, Human Pathogen	Gastroenteritis, Periodontal infection	Host, Wastewater			Feces of a patient with diarrhea in South Africa	USA	44	Public	Gc00628	Gi01267		000830_GCAT	360105	17161	640753010	1971	1931	1	0	NC_009715	NCBI, TIGR	J Craig Venter Institute	NIH-NIAID	Unpublished 	July 25, 2007	Nelson K	http://www.tigr.org/~kenelson/
Bacteria	Proteobacteria	Campylobacterales		Campylobacteraceae	Campylobacter	Campylobacter hominis	BACTERIAL	Campylobacter hominis	ATCC BAA-381		ABI			ATCC BAA-381, NCTC 13146T, LMG 19568T		Genome	PROTEOBACTERIA-EPSILON	Complete	complete	Nonmotile, Rod-shaped, Non-Pathogen, Nonsporulating, Mesophile	Medical	None	Host, Gastrointestinal tract		37	Feces of a healthy human in 2001	USA	31	Public	Gc00627	Gi01268		000831_GCAT	360107	20083	640753011	1711	1682	1	1	NC_009714	NCBI, TIGR	J Craig Venter Institute	NIH-NIAID	Unpublished 	July 25, 2007	Nelson K	http://www.tigr.org/~kenelson/
Bacteria	Proteobacteria	Campylobacterales		Campylobacteraceae	Campylobacter	Campylobacter jejuni	BACTERIAL	Campylobacter jejuni doylei	269.97		ABI					Genome	PROTEOBACTERIA-EPSILON	Complete	complete	Motile, Spiral-shaped, Pathogen, Food poisoning, Mesophile	Medical, Human Pathogen, Animal Pathogen, Poultry Pathogen	Bacteremia	Host, Wastewater, Blood			Human blood	USA	30	Public	Gc00626	Gi01293		000828_GCAT	360109	17163	640753012	1845	1731	1	0	NC_009707	NCBI, TIGR	TIGR	NIH-NIAID	Unpublished 	July 20, 2007	Nelson K	http://www.tigr.org/~kenelson/
Bacteria	Proteobacteria	Enterobacteriales		Enterobacteriaceae	Yersinia	Yersinia pseudotuberculosis	BACTERIAL	Yersinia pseudotuberculosis	IP 31758							Genome	PROTEOBACTERIA-GAMMA	Complete	complete	Pathogen, Facultative, Motile, Rod-shaped, Mesophile	Medical, Human Pathogen	Gastroenteritis, Food poisoning	Host			Stools of a patient presenting with scarlet-like fever in the Primorski region of the former USSR on 1996	USA	47	Public	Gc00625	Gi01174		001723_GCAT	349747	16070	640753060	4723	4124	1	2	NC_009708	NCBI	TIGR	NIH-NIAID	PLoS Genetics 3(8), e142	July 23, 2007	Ravel J	http://www.tigr.org/faculty/Ravel_Jacques/index.shtml
Bacteria	Firmicutes	Clostridiales		Clostridiaceae	Clostridium	Clostridium kluyveri	BACTERIAL	Clostridium kluyveri	DSM 555					DSM 555		Genome	FIRMICUTES	Complete	complete	Rod-shaped, Sporulating, Motile, Anaerobe, Sporulating, Mesophile	Biotechnological	None	Aquatic, Mud			Mud	Germany		Public	Gc00624	Gi01951		002577_GCAT	431943	19065	640753020	3964	3838	1	1	NC_009706	NCBI	Goettingen Genomics Laboratory		Unpublished 	July 19, 2007	Thauer RK	thauer@mpi-marburg.mpg.de
Bacteria	Firmicutes	Clostridiales		Clostridiaceae	Clostridium	Clostridium botulinum	BACTERIAL	Clostridium botulinum A	ATCC 19397					ATCC 19397		Genome	FIRMICUTES	Complete	complete	Pathogen, Obligate anaerobe, Sporulating, Motile, Chemoorganotroph, Rod-shaped, Mesophile	Medical, Human Pathogen, Biothreat	Botulism	Soil		35 - 40		USA	28	Public	Gc00623	Gi01979		002606_GCAT	441770	19517	640753017	3863	3552	1	0	NC_009697	NCBI	Los Alamos National Laboratory, Joint Genome Institute		Unpublished 	July 20, 2007	Brettin T	brettin@lanl.gov
Bacteria	Firmicutes	Clostridiales		Clostridiaceae	Clostridium	Clostridium botulinum	BACTERIAL	Clostridium botulinum F	Langeland							Genome	FIRMICUTES	Complete	complete	Pathogen, Obligate anaerobe, Sporulating, Motile, Chemoorganotroph, Rod-shaped, Mesophile	Medical, Human Pathogen, Biothreat	Botulism	Host		37	Home-prepared liver paste involved in an outbreak of foodborne botulism on the island of Langeland in Denmark in 1958	USA	28	Public	Gc00622	Gi01981		002608_GCAT	441772	19519	640753019	3885	3635	1	1	NC_009699	NCBI	Joint Genome Institute, Los Alamos National Laboratory		Unpublished 	July 20, 2007	Brettin T	brettin@lanl.gov
Bacteria	Firmicutes	Clostridiales		Clostridiaceae	Clostridium	Clostridium botulinum	BACTERIAL	Clostridium botulinum A	Hall							Genome	FIRMICUTES	Complete	complete	Pathogen, Obligate anaerobe, Sporulating, Motile, Chemoorganotroph, Rod-shaped, Mesophile	Medical, Human Pathogen, Biothreat	Botulism	Soil		35 - 40	Harvard University in 1947	USA	28	Public	Gc00621	Gi01980		002607_GCAT	441771	19521	640753018	3760	3407	1	0	NC_009698	NCBI	Joint Genome Institute, Los Alamos National Laboratory		Unpublished 	July 20, 2007	Brettin T	brettin@lanl.gov
Bacteria	Proteobacteria	unclassified		unclassified	Sulfurovum	Sulfurovum sp. NBC37-1	BACTERIAL	Sulfurovum sp	NBC37-1		ABI					Genome	PROTEOBACTERIA-EPSILON	Complete	complete	Anaerobe, Nonmotile, Rod-shaped, Thermophile, Chemolithoautotroph	Environmental	None	Deep sea, Marine, Hydrothermal vent			Deep-sea hydrothermal vent in the Iheya North field in the Mid-Okinawa	Japan	43	Public	Gc00620			002992_GCAT	387093	18965	640753056	2562	2438	1	0	NC_009663	NCBI	JAMSTEC	MEXT	PNAS 104, 12146-50	July 20, 2007	Nakagawa S	nakagawas@jamstec.go.jp
Bacteria	Proteobacteria	unclassified		unclassified	Nitratiruptor	Nitratiruptor sp. SB155-2	BACTERIAL	Nitratiruptor sp	SB155-2		ABI					Genome	PROTEOBACTERIA-EPSILON	Complete	complete	Anaerobe, Nonmotile, Rod-shaped, Thermophile, Chemolithoautotroph	Environmental	None	Deep sea, Marine, Hydrothermal vent			Deep-sea hydrothermal vent in the Iheya North field in the Mid-Okinawa	Japan	39	Public	Gc00619			002991_GCAT	387092	18963	640753037	1877	1843	1	0	NC_009662	NCBI	JAMSTEC	MEXT	PNAS 104, 12146-50	July 20, 2007	Nakagawa S	nakagawas@jamstec.go.jp
Bacteria	Proteobacteria	Myxococcales		Myxococcaceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	BACTERIAL	Anaeromyxobacter sp	Fw109-5		ABI					Genome	PROTEOBACTERIA-DELTA	Complete	complete	Anaerobe, Motile, Sporulating, Rod-shaped, Mesophile, Heterotroph	Environmental, Bioremediation	None	Soil				USA	74	Public	Gc00618	Gi01322		001731_GCAT	404589	17729	640753003	5277	4466	1	0	NC_009675	NCBI, Joint Genome Institute	Joint Genome Institute	DOE	Unpublished 	July 17, 2007	Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Firmicutes	Bacillales		Bacillaceae	Bacillus	Bacillus cereus	BACTERIAL	Bacillus cereus cytotoxis	NVH 391-98		ABI	10x				Genome	FIRMICUTES	Complete	complete	Non-Pathogen, Aerobe, Facultative, Motile, Sporulating, Psychrotolerant, Rod-shaped	Medical	None	Soil				International		Public	Gc00617	Gi00792		000735_GCAT	315749	13624	640753006	4087	3833	1	1	NC_009674	NCBI, Joint Genome Institute	Joint Genome Institute, INRA	DOE	Unpublished 	July 17, 2007	Sorokin A	sorokine@jouy.inra.fr
Bacteria	Proteobacteria	Rhizobiales		Brucellaceae	Ochrobactrum	Ochrobactrum anthropi	BACTERIAL	Ochrobactrum anthropi	ATCC 49188		ABI			ATCC 49188		Genome	PROTEOBACTERIA-ALPHA	Complete	complete	Pathogen, Rod-shaped, Motile, Aerobe, Mesophile	Medical, Human Pathogen	Meningitis	Host, Soil, Sludge				USA	56	Public	Gc00616	Gi01920		002544_GCAT	439375	19485	640753038	4783	4424	2	4	NC_009667, NC_009668	NCBI	Joint Genome Institute, LLNL	DOE	Unpublished 	July 10, 2007	Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Actinobacteria	Actinomycetales		Kineosporiaceae	Kineococcus	Kineococcus radiotolerans	BACTERIAL	Kineococcus radiotolerans	SRS30216		ABI			ATCC BAA-149, DSM 14245		Genome	ACTINOBACTERIA	Complete	complete	Radiation resistant, Motile, Aerobe, Orange-colored, Nonsporulating, Coccus-shapedm Nesophile	Environmental, Bioremediation	None	Aquatic	5-9	32	High-level radioactive waste cell at the Savannah River Site in Aiken of South Carolina in 2002	USA	74.2	Public	Gc00615	Gi00303		001145_GCAT	266940	10689	640753031	4761	4480	1	2	NC_009664	NCBI, Joint Genome Institute	Joint Genome Institute, Savannah River Site	DOE	Unpublished 	July 10, 2007	Fliermans C	carl.fliermans@srs.gov
Bacteria	Proteobacteria	Alteromonadales		Shewanellaceae	Shewanella	Shewanella baltica	BACTERIAL	Shewanella baltica	OS185		ABI	10x				Genome	PROTEOBACTERIA-GAMMA	Complete	complete	Anaerobe, Rod-shaped, Motile, Facultative, Psychrotolerant	Biotechnological	None	Marine		4	Baltic Sea	USA	51	Public	Gc00614	Gi01655		001490_GCAT	402882	17643	640753049	5229	4323	1	1	NC_009665	NCBI, Joint Genome Institute	Joint Genome Institute	DOE	Unpublished 	July 10, 2007	Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Proteobacteria	Burkholderiales		Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. Marseille	BACTERIAL	Janthinobacterium (Minibacterium) sp	Marseille		ABI	9x		CIP 107820, CCUG 50593		Genome	PROTEOBACTERIA-BETA	Complete	complete	Mesophile, Rod-shaped, Motile	Medical, Environmental	None	Aquatic		30	Solution used in kidney dialysis	France	54.2	Public	Gc00613	Gi01533		001144_GCAT	375286	16549	640753030	4110	3697	1	0	NC_009659	NCBI	CNRS		PLoS Genet 3(8), e138	July 6, 2007	Audic, S	Stephane.Audic@igs.cnrs-mrs.fr
Bacteria	Proteobacteria	Oceanospirillales		Oceanospirillaceae	Marinomonas	Marinomonas sp. MWYL1	BACTERIAL	Marinomonas sp	MWYL1		ABI					Genome	PROTEOBACTERIA-GAMMA	Complete	complete	Aerobe, Motile, Rod-shaped, Mesophile	Environmental	None	Marine				USA	42.5	Public	Gc00612	Gi01340		001755_GCAT	400668	17445	640753033	5100	4439	1	0	NC_009654	NCBI, Joint Genome Institute	Joint Genome Institute	DOE	Unpublished 	July 5, 2007	Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Proteobacteria	Pseudomonadales		Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	BACTERIAL	Pseudomonas aeruginosa	PA7		ABI					Genome	PROTEOBACTERIA-GAMMA	Complete	complete	Pathogen, Aerobe, Motile, Rod-shaped, Mesophile, Heterotroph	Medical, Human Pathogen, Animal Pathogen, Plant Pathogen, Agricultural	Opportunistic infection	Host, Soil, Aquatic			clinical isolate	USA	66	Public	Gc00611	Gi01274		001382_GCAT	381754	16720	640753042	6588	6286	1	0	NC_009656	NCBI, Pseudomonas Genome DBase	J Craig Venter Institute	NIH-NIAID	Unpublished 	July 5, 2007		
Bacteria	Proteobacteria	Pasteurellales		Pasteurellaceae	Actinobacillus	Actinobacillus succinogenes	BACTERIAL	Actinobacillus succinogenes	130Z		ABI	10x		ATCC 55618		Genome	PROTEOBACTERIA-GAMMA	Complete	complete	Facultative, Rod-shaped, Capnophilic, Mesophile	Biotechnological, Succinic-acid production	None	Bovine rumen, Host			Bovine rumen	USA	44	Public	Gc00610	Gi00920		000646_GCAT	339671	13370	640753001	2319	2079	1	0	NC_009655	NCBI, Joint Genome Institute	Joint Genome Institute	DOE	Unpublished 	July 5, 2007	Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Proteobacteria	Enterobacteriales		Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	BACTERIAL	Klebsiella pneumoniae	MGH78578		ABI			ATCC 700721		Genome	PROTEOBACTERIA-GAMMA	Complete	complete	Pathogen, Facultative, Nonmotile, Rod-shaped, Lactose fermenting, Mesophile	Medical, Animal Pathogen, Cattle Pathogen, Human Pathogen	Pneumonia, Urinary tract infection, Bacteremia	Host, Aquatic, Soil, Mouth microflora, Skin microflora, Intestinal microflora		37	Patient in 1994	USA	40	Public	Gc00609	Gi00306		001147_GCAT	272620	31	640753032	5315	4776	1	5	CP000647	NCBI, Washington Univ	Washington Univ	NIH-NIAID	Unpublished 	July 5, 2007	Clifton S	sclifton@watson.wustl.edu
Eukaryota	Streptophyta	Malpighiales		Salicaceae	Populus	Populus trichocarpa	EUKARYAL	Populus balsamifera trichocarpa			ABI	7.5x				Genome	PLANTS-STREPTOPHYTA	Quality Draft	complete	Mesophile	Agricultural						USA	33.7	Public	Gc00608	Gi00477		002292_GCAT	3694	10772		550000	45000	10	0	NC_008467-85	NCBI, Joint Genome Institute, Ume Univ	Joint Genome Institute, Oak Ridge National Lab, Univ of Washington, Genome Canada, Swedish Univ of Agricultural Sciences	DOE	Science 313, 1596-604	September 15, 2006	Tuskan GA	gtk@ornl.gov
Eukaryota	unclassified	Peronosporales		unclassified	Phytophthora	Phytophthora sojae	EUKARYAL	Phytophthora sojae	P6497		ABI					Genome	PROTISTS-STRAMENOPILES	Quality Draft	complete	Pathogen, Mesophile	Agricultural, Plant Pathogen	Root rot					USA		Public	Gc00607	Gi00452		002165_GCAT	67593	17989		62000				AAQY00000000	NCBI, Joint Genome Institute	Joint Genome Institute, Virginia Polytechnic Institute	DOE, USDA, NSF	Science 313, 1261-6	September 1, 2006	Tyler B	http://www.vbi.vt.edu/staff/perspage_fcty/fcty_tyler_bret.htm
Eukaryota	unclassified	Peronosporales		unclassified	Phytophthora	Phytophthora ramorum	EUKARYAL	Phytophthora ramorum	Pr102, UCD Pr4		ABI	7x				Genome	PROTISTS-STRAMENOPILES	Quality Draft	complete	Pathogen, Mesophile	Agricultural, Plant Pathogen	Sudden Oak Death					USA		Public	Gc00606	Gi00450		002164_GCAT	164328	12571		65000	15743			AAQX00000000	NCBI, Joint Genome Institute	Joint Genome Institute, Virginia Polytechnic Institute	DOE, USDA, NSF	Science 313, 1261-6	September 1, 2006	Tyler B	http://www.vbi.vt.edu/staff/perspage_fcty/fcty_tyler_bret.htm
Eukaryota	unclassified	Peniculida		Parameciidae	Paramecium	Paramecium tetraurelia	EUKARYAL	Paramecium tetraurelia	d4-2		ABI					Genome	PROTISTS-ALVEOLATA	Quality Draft	complete	Mesophile	Model organism						France		Public	Gc00605	Gi00432		001904_GCAT	5888	18363		200000	40000			CAAL01000000	NCBI, CNRS, Genoscope	International Consortium, Genoscope		Nature 444, 171-8	November 9, 2005	Sperling L	sperling@cgm.cnrs-gif.fr
Eukaryota	Chordata	Primates		Hominidae	Pan	Pan troglodytes	EUKARYAL	Pan troglodytes	Yerkes chimp pedigree #C0471		ABI	3.6x				Genome	CHORDATA-PRIMATES	Quality Draft	complete	Mesophile						captive-born descendant of chimpanzees from the West Africa	International		Public	Gc00604	Gi00424		002502_GCAT	9598	12552		3100000	48910	24		NC_006468-92	NCBI, BCM-HGSC, Washington Univ	BCM-HGSC, Washington Univ, Broad Institute	NIH-NHGRI	Nature 437, 69-87	September 1, 2005	Warren W	http://genome.wustl.edu/Bio/email_data.cgi?staff=Wes%20Warren
Eukaryota	Streptophyta	Poales		Poaceae	Oryza	Oryza sativa	EUKARYAL	Oryza sativa ssp. japonica			ABI	10x				Genome	PLANTS-STREPTOPHYTA	Quality Draft	complete	Mesophile	Agricultural	None					International	43	Public	Gc00603	Gi00421		002272_GCAT	39947	13141		360785	37544	12	0	NC_008394-405	NCBI, RGP, CSHL, KOREA, CUGI, TIGR, CHINA, TAIWAN, Rutgers Univ	IRGSP, TIGR, Genoscope, CUGI		Nature 436, 793-800	August 11, 2005	Sasaki T	tsasaki@nias.affrc.go.jp
Eukaryota	Chordata	Didelphimorphia		Didelphidae	Monodelphis	Monodelphis domestica	EUKARYAL	Monodelphis domestica	pop1		ABI					Genome	CHORDATA-MAMMALS	Quality Draft	complete	Mesophile							USA		Public	Gc00602	Gi00375		002470_GCAT	13616	12561			18022	10	0	AAFR00000000	NCBI, NHGRI, NISC-NIH	Broad Institute, Washington Univ	NIH-NHGRI	Nature 447, 167-77	May 10, 2007	Lindblad-Toh, K	kersli@broad.mit.edu
Eukaryota	Ascomycota	unclassified		Magnaporthaceae	Magnaporthe	Magnaporthe grisea	EUKARYAL	Magnaporthe grisea	70-15		ABI	7x				Genome	FUNGI-ASCOMYCOTA	Quality Draft	incomplete	Pathogen	Agricultural, Plant Pathogen, FGI	Rice blast					USA	51.7	Public	Gc00601	Gi00342		002041_GCAT	242507	13840	640281007	37800	11109	7	0	NZ_AACU00000000	NCBI, Broad Institute, North Carolina State Univ	Broad Institute, North Carolina State Univ	NSF, USDA	Nature 434, 980-6	April 21, 2005	Dean RA	ralph_dean@ncsu.edu
